-----Attacking Parameters:-----
Test folder:     /home/jonah/neuralnets/GTSRB_resnet/Test
Model Confidence in true class 35:     99.969709%
Model prediction was class     35 with 99.969709% confidence

Model Confidence in true class 35:     99.969709%
Model prediction was class     35 with 99.969709% confidence

Model Confidence in true class 35:     99.969709%
Model prediction was class     35 with 99.969709% confidence

Model Confidence in true class 35:     99.969113%
Model prediction was class     35 with 99.969113% confidence

Model Confidence in true class 35:     99.968874%
Model prediction was class     35 with 99.968874% confidence

Model Confidence in true class 35:     99.968874%
Model prediction was class     35 with 99.968874% confidence

Model Confidence in true class 35:     99.968874%
Model prediction was class     35 with 99.968874% confidence

Model Confidence in true class 35:     99.968851%
Model prediction was class     35 with 99.968851% confidence

Model Confidence in true class 35:     99.968851%
Model prediction was class     35 with 99.968851% confidence

Model Confidence in true class 35:     99.968708%
Model prediction was class     35 with 99.968708% confidence

Model Confidence in true class 35:     99.968708%
Model prediction was class     35 with 99.968708% confidence

Reached max iterations, attack unsuccessful on image 03750.png

---------------Testing image 03125.png---------------
Prior Model Confidence in true class 7:     79.179835% (before attack)
Prior Model prediction was class     7 with 79.179835% confidence (before attack)

Model Confidence in true class 7:     63.303381%
Model prediction was class     7 with 63.303381% confidence

Model Confidence in true class 7:     63.303381%
Model prediction was class     7 with 63.303381% confidence

Model Confidence in true class 7:     63.303381%
Model prediction was class     7 with 63.303381% confidence

Model Confidence in true class 7:     63.303381%
Model prediction was class     7 with 63.303381% confidence

Model Confidence in true class 7:     63.303381%
Model prediction was class     7 with 63.303381% confidence

Model Confidence in true class 7:     60.997617%
Model prediction was class     7 with 60.997617% confidence

Model Confidence in true class 7:     60.814470%
Model prediction was class     7 with 60.814470% confidence

Model Confidence in true class 7:     60.719156%
Model prediction was class     7 with 60.719156% confidence

Model Confidence in true class 7:     60.719156%
Model prediction was class     7 with 60.719156% confidence

Model Confidence in true class 7:     60.719156%
Model prediction was class     7 with 60.719156% confidence

Model Confidence in true class 7:     60.719156%
Model prediction was class     7 with 60.719156% confidence

Model Confidence in true class 7:     60.719156%
Model prediction was class     7 with 60.719156% confidence

Model Confidence in true class 7:     60.719156%
Model prediction was class     7 with 60.719156% confidence

Model Confidence in true class 7:     60.719156%
Model prediction was class     7 with 60.719156% confidence

Model Confidence in true class 7:     58.957142%
Model prediction was class     7 with 58.957142% confidence

Model Confidence in true class 7:     58.957142%
Model prediction was class     7 with 58.957142% confidence

Model Confidence in true class 7:     58.957142%
Model prediction was class     7 with 58.957142% confidence

Model Confidence in true class 7:     58.957142%
Model prediction was class     7 with 58.957142% confidence

Model Confidence in true class 7:     57.557571%
Model prediction was class     7 with 57.557571% confidence

Model Confidence in true class 7:     57.557571%
Model prediction was class     7 with 57.557571% confidence

Reached max iterations, attack unsuccessful on image 03125.png

---------------Testing image 04354.png---------------
Prior Model Confidence in true class 13:     96.898735% (before attack)
Prior Model prediction was class     13 with 96.898735% confidence (before attack)

Model Confidence in true class 13:     93.211603%
Model prediction was class     13 with 93.211603% confidence

Model Confidence in true class 13:     93.135333%
Model prediction was class     13 with 93.135333% confidence

Model Confidence in true class 13:     93.135333%
Model prediction was class     13 with 93.135333% confidence

Model Confidence in true class 13:     93.135333%
Model prediction was class     13 with 93.135333% confidence

Model Confidence in true class 13:     92.569661%
Model prediction was class     13 with 92.569661% confidence

Model Confidence in true class 13:     92.214882%
Model prediction was class     13 with 92.214882% confidence

Model Confidence in true class 13:     92.214882%
Model prediction was class     13 with 92.214882% confidence

Model Confidence in true class 13:     92.214882%
Model prediction was class     13 with 92.214882% confidence

Model Confidence in true class 13:     92.214882%
Model prediction was class     13 with 92.214882% confidence

Model Confidence in true class 13:     92.214882%
Model prediction was class     13 with 92.214882% confidence

Model Confidence in true class 13:     92.085207%
Model prediction was class     13 with 92.085207% confidence

Model Confidence in true class 13:     92.085207%
Model prediction was class     13 with 92.085207% confidence

Model Confidence in true class 13:     91.657442%
Model prediction was class     13 with 91.657442% confidence

Model Confidence in true class 13:     91.657442%
Model prediction was class     13 with 91.657442% confidence

Model Confidence in true class 13:     90.566796%
Model prediction was class     13 with 90.566796% confidence

Model Confidence in true class 13:     90.495366%
Model prediction was class     13 with 90.495366% confidence

Model Confidence in true class 13:     90.495366%
Model prediction was class     13 with 90.495366% confidence

Model Confidence in true class 13:     90.495366%
Model prediction was class     13 with 90.495366% confidence

Model Confidence in true class 13:     90.495366%
Model prediction was class     13 with 90.495366% confidence

Model Confidence in true class 13:     90.495366%
Model prediction was class     13 with 90.495366% confidence

Reached max iterations, attack unsuccessful on image 04354.png

20 samples tested so far
---------------Testing image 10688.png---------------
Prior Model Confidence in true class 5:     97.324038% (before attack)
Prior Model prediction was class     5 with 97.324038% confidence (before attack)

Model Confidence in true class 5:     81.060308%
Model prediction was class     5 with 81.060308% confidence

Model Confidence in true class 5:     78.278649%
Model prediction was class     5 with 78.278649% confidence

Model Confidence in true class 5:     65.333110%
Model prediction was class     5 with 65.333110% confidence

Model Confidence in true class 5:     65.333110%
Model prediction was class     5 with 65.333110% confidence

Model Confidence in true class 5:     65.333110%
Model prediction was class     5 with 65.333110% confidence

Model Confidence in true class 5:     65.333110%
Model prediction was class     5 with 65.333110% confidence
