-----Attacking Parameters:-----
Test folder:     /home/jonah/neuralnets/GTSRB_resnet/Test
Model Confidence in true class 1:     95.905715%
Model prediction was class     1 with 95.905715% confidence

Model Confidence in true class 1:     95.905715%
Model prediction was class     1 with 95.905715% confidence

Model Confidence in true class 1:     95.792526%
Model prediction was class     1 with 95.792526% confidence

Model Confidence in true class 1:     95.734453%
Model prediction was class     1 with 95.734453% confidence

Model Confidence in true class 1:     95.734453%
Model prediction was class     1 with 95.734453% confidence

Model Confidence in true class 1:     95.591152%
Model prediction was class     1 with 95.591152% confidence

Model Confidence in true class 1:     95.591152%
Model prediction was class     1 with 95.591152% confidence

Model Confidence in true class 1:     95.591152%
Model prediction was class     1 with 95.591152% confidence

Model Confidence in true class 1:     95.591152%
Model prediction was class     1 with 95.591152% confidence

Model Confidence in true class 1:     95.591152%
Model prediction was class     1 with 95.591152% confidence

Reached max iterations, attack unsuccessful on image 01960.png

---------------Testing image 03586.png---------------
Prior Model Confidence in true class 18:     99.967086% (before attack)
Prior Model prediction was class     18 with 99.967086% confidence (before attack)

Model Confidence in true class 18:     99.466985%
Model prediction was class     18 with 99.466985% confidence

Model Confidence in true class 18:     99.390852%
Model prediction was class     18 with 99.390852% confidence

Model Confidence in true class 18:     99.390852%
Model prediction was class     18 with 99.390852% confidence

Model Confidence in true class 18:     99.220181%
Model prediction was class     18 with 99.220181% confidence

Model Confidence in true class 18:     97.737426%
Model prediction was class     18 with 97.737426% confidence

Model Confidence in true class 18:     97.724515%
Model prediction was class     18 with 97.724515% confidence

Model Confidence in true class 18:     97.724515%
Model prediction was class     18 with 97.724515% confidence

Model Confidence in true class 18:     97.477764%
Model prediction was class     18 with 97.477764% confidence

Model Confidence in true class 18:     97.477764%
Model prediction was class     18 with 97.477764% confidence

Model Confidence in true class 18:     97.477764%
Model prediction was class     18 with 97.477764% confidence

Model Confidence in true class 18:     97.477764%
Model prediction was class     18 with 97.477764% confidence

Model Confidence in true class 18:     97.477764%
Model prediction was class     18 with 97.477764% confidence

Model Confidence in true class 18:     97.401637%
Model prediction was class     18 with 97.401637% confidence

Model Confidence in true class 18:     97.377455%
Model prediction was class     18 with 97.377455% confidence

Model Confidence in true class 18:     97.224593%
Model prediction was class     18 with 97.224593% confidence

Model Confidence in true class 18:     97.224593%
Model prediction was class     18 with 97.224593% confidence

Model Confidence in true class 18:     97.224593%
Model prediction was class     18 with 97.224593% confidence

Model Confidence in true class 18:     97.224593%
Model prediction was class     18 with 97.224593% confidence

Model Confidence in true class 18:     97.224593%
Model prediction was class     18 with 97.224593% confidence

Model Confidence in true class 18:     97.201025%
Model prediction was class     18 with 97.201025% confidence

Reached max iterations, attack unsuccessful on image 03586.png

---------------Testing image 04865.png---------------
Prior Model Confidence in true class 9:     99.661851% (before attack)
Prior Model prediction was class     9 with 99.661851% confidence (before attack)

Model Confidence in true class 9:     93.622148%
Model prediction was class     9 with 93.622148% confidence

Model Confidence in true class 9:     93.622148%
Model prediction was class     9 with 93.622148% confidence

Model Confidence in true class 9:     93.622148%
Model prediction was class     9 with 93.622148% confidence

Model Confidence in true class 9:     93.622148%
Model prediction was class     9 with 93.622148% confidence

Model Confidence in true class 9:     93.622148%
Model prediction was class     9 with 93.622148% confidence

Model Confidence in true class 9:     93.622148%
Model prediction was class     9 with 93.622148% confidence

Model Confidence in true class 9:     93.622148%
Model prediction was class     9 with 93.622148% confidence

Model Confidence in true class 9:     93.622148%
Model prediction was class     9 with 93.622148% confidence

Model Confidence in true class 9:     93.526947%
Model prediction was class     9 with 93.526947% confidence

Model Confidence in true class 9:     93.526947%
Model prediction was class     9 with 93.526947% confidence

Model Confidence in true class 9:     93.526947%
Model prediction was class     9 with 93.526947% confidence

Model Confidence in true class 9:     91.848522%
Model prediction was class     9 with 91.848522% confidence

Model Confidence in true class 9:     91.239578%
Model prediction was class     9 with 91.239578% confidence

Model Confidence in true class 9:     91.239578%
Model prediction was class     9 with 91.239578% confidence

Model Confidence in true class 9:     91.235369%
Model prediction was class     9 with 91.235369% confidence

Model Confidence in true class 9:     91.235369%
Model prediction was class     9 with 91.235369% confidence

Model Confidence in true class 9:     91.235369%
Model prediction was class     9 with 91.235369% confidence

Model Confidence in true class 9:     91.206592%
Model prediction was class     9 with 91.206592% confidence

Model Confidence in true class 9:     91.169167%
Model prediction was class     9 with 91.169167% confidence

Model Confidence in true class 9:     91.160744%
Model prediction was class     9 with 91.160744% confidence

Reached max iterations, attack unsuccessful on image 04865.png

---------------Testing image 04467.png---------------
Prior Model Confidence in true class 12:     99.970490% (before attack)
Prior Model prediction was class     12 with 99.970490% confidence (before attack)

Model Confidence in true class 12:     99.934453%
Model prediction was class     12 with 99.934453% confidence

Model Confidence in true class 12:     99.929130%
Model prediction was class     12 with 99.929130% confidence

Model Confidence in true class 12:     99.929130%
Model prediction was class     12 with 99.929130% confidence

Model Confidence in true class 12:     99.929130%
Model prediction was class     12 with 99.929130% confidence

Model Confidence in true class 12:     99.929130%
Model prediction was class     12 with 99.929130% confidence

Model Confidence in true class 12:     99.928552%
Model prediction was class     12 with 99.928552% confidence

Model Confidence in true class 12:     99.928552%
Model prediction was class     12 with 99.928552% confidence

Model Confidence in true class 12:     99.928552%
